Geneid	Chr	Start	End	Strand	Length	Col_0h_rep1.Aligned.sortedByCoord.out.bam	Col_0h_rep2.Aligned.sortedByCoord.out.bam	Col_0h_rep3.Aligned.sortedByCoord.out.bam	Col_3h_rep1.Aligned.sortedByCoord.out.bam	Col_3h_rep2.Aligned.sortedByCoord.out.bam	Col_3h_rep3.Aligned.sortedByCoord.out.bam
gene-AT3G49420	CP002686.1	18329330	18331431	+	2102	204	194	181	186	228	184
gene-AT3G49430	CP002686.1	18331509	18335154	+	3646	2792	2671	2791	2736	2949	2551
gene-AT3G49440	CP002686.1	18335715	18336317	-	603	0	0	0	0	0	0
gene-AT3G49450	CP002686.1	18337305	18338542	-	1238	0	1	0	0	0	0
gene-AT3G49460	CP002686.1	18340351	18340616	-	266	0	0	0	0	0	0
gene-AT3G49470	CP002686.1	18340934	18342644	+	1711	3892	3995	3806	3902	4202	3625
gene-AT3G49480	CP002686.1	18342544	18344137	-	1594	4	0	0	8	0	6
gene-AT3G49490	CP002686.1	18344738	18348730	-	3993	3676	3413	3654	4435	4164	3498
gene-AT3G49500	CP002686.1	18348974	18353673	-	4700	1207	1332	1181	1207	1254	1240
gene-AT3G49510	CP002686.1	18353891	18355057	+	1167	70	66	56	76	56	48
gene-AT3G49520	CP002686.1	18359584	18360750	+	1167	0	0	0	0	0	0
gene-AT3G49530	CP002686.1	18362443	18364959	-	2517	1175	1189	1166	2634	3207	2947
gene-AT3G49540	CP002686.1	18365678	18366666	+	989	2	0	0	0	0	0
gene-AT3G08060	CP002686.1	18366841	18367425	+	585	0	0	0	0	0	0
gene-AT3G49550	CP002686.1	18367897	18368900	+	1004	218	208	205	265	285	268
gene-AT3G49551	CP002686.1	18368821	18368988	-	168	0	0	0	0	0	0
gene-AT3G08065	CP002686.1	18369342	18369932	-	591	0	0	0	0	0	0
gene-AT3G49560	CP002686.1	18370521	18372139	+	1619	3474	3632	3518	3465	3937	3403
gene-AT3G49570	CP002686.1	18372404	18373147	-	744	1065	1205	1080	6	24	20
gene-AT3G49580	CP002686.1	18374908	18375940	-	1033	1068	783	884	28	24	46
gene-AT3G49590	CP002686.1	18377409	18380369	+	2961	2634	2266	2572	2752	2675	2502
gene-AT3G49600	CP002686.1	18380417	18387239	-	6823	1352	1470	1308	1382	1654	1301
gene-AT3G49601	CP002686.1	18387267	18389571	-	2305	2480	2536	2493	3143	3242	2853
gene-AT3G49610	CP002686.1	18390413	18391417	-	1005	0	0	0	0	0	0
gene-AT3G49620	CP002686.1	18393747	18397050	+	3304	12	6	26	22	22	22
gene-AT3G49630	CP002686.1	18397725	18400640	+	2916	2	0	0	0	2	0
gene-AT3G49640	CP002686.1	18400257	18402962	-	2706	726	802	762	770	772	654
gene-AT3G49645	CP002686.1	18403002	18404987	-	1986	335	298	230	355	349	362
gene-AT3G49650	CP002686.1	18404842	18409784	-	4943	516	608	574	761	756	630
gene-AT3G49660	CP002686.1	18413564	18415713	+	2150	190	200	196	167	254	156
gene-AT3G49670	CP002686.1	18417568	18421263	+	3696	2698	3080	2660	3926	4020	3526
gene-AT3G49668	CP002686.1	18417729	18418485	-	757	12	11	4	26	18	20
gene-AT3G49680	CP002686.1	18422542	18425758	+	3217	7653	8658	8049	5610	6773	5655
gene-AT3G49690	CP002686.1	18427735	18429281	+	1547	66	64	38	26	17	34
gene-AT3G49700	CP002686.1	18434449	18436141	-	1693	2	0	2	0	6	2
gene-AT3G49710	CP002686.1	18437845	18440010	+	2166	130	130	136	128	174	158
gene-AT3G08070	CP002686.1	18439077	18439679	-	603	0	0	0	0	0	2
gene-AT3G49720	CP002686.1	18440003	18442211	-	2209	3063	3364	3354	4441	4677	4402
gene-AT3G08075	CP002686.1	18441668	18442021	+	354	0	0	0	2	0	0
gene-AT3G49725	CP002686.1	18442228	18445457	-	3230	340	494	364	348	406	280
gene-AT3G49730	CP002686.1	18445546	18450181	-	4636	216	270	188	244	256	272
gene-AT3G49740	CP002686.1	18447725	18450136	+	2412	62	90	66	88	76	74
gene-AT3G49744	CP002686.1	18450232	18450405	-	174	0	0	0	0	0	0
gene-AT3G49750	CP002686.1	18450422	18451659	-	1238	238	302	256	199	262	239
gene-AT3G08080	CP002686.1	18452803	18453014	-	212	0	0	0	0	0	0
gene-AT3G49760	CP002686.1	18455231	18456125	-	895	136	178	124	108	102	136
gene-AT3G49770	CP002686.1	18460890	18461876	-	987	0	0	0	0	0	0
gene-AT3G49780	CP002686.1	18465318	18467224	+	1907	767	793	968	2008	2134	1589
gene-AT3G49790	CP002686.1	18467959	18469962	-	2004	1810	1766	1762	2368	2233	1771
gene-AT3G49796	CP002686.1	18471057	18471424	+	368	0	0	0	0	8	0
gene-AT3G49800	CP002686.1	18471625	18473771	-	2147	1843	1749	1590	2352	2486	2115
gene-AT3G49810	CP002686.1	18474305	18477032	-	2728	1348	1404	1270	1315	1708	1448
gene-AT3G49820	CP002686.1	18481027	18481821	+	795	16	10	26	8	2	4
gene-AT3G49830	CP002686.1	18482249	18483980	+	1732	18	12	28	16	28	24
gene-AT3G49840	CP002686.1	18484513	18487043	+	2531	310	300	274	268	327	343
gene-AT3G49845	CP002686.1	18487130	18488381	+	1252	86	118	116	102	112	85
gene-AT3G49850	CP002686.1	18488993	18490997	+	2005	799	886	682	838	910	754
gene-AT3G49860	CP002686.1	18491084	18492241	-	1158	177	144	134	104	144	169
gene-AT3G49870	CP002686.1	18492274	18494285	-	2012	2885	2910	2609	3140	3377	3072
gene-AT3G49880	CP002686.1	18496182	18498901	+	2720	1091	987	870	948	869	792
gene-AT3G49890	CP002686.1	18499164	18500722	+	1559	186	232	233	226	266	231
gene-AT3G49900	CP002686.1	18500575	18502778	-	2204	352	382	354	225	348	234
gene-AT3G08085	CP002686.1	18502522	18502710	+	189	0	0	0	0	0	0
gene-AT3G49910	CP002686.1	18504164	18505390	+	1227	11637	12998	12147	11128	12287	11493
gene-AT3G49920	CP002686.1	18505481	18507835	-	2355	116	120	100	119	116	158
gene-AT3G49925	CP002686.1	18507812	18507885	+	74	0	0	0	0	0	0
gene-AT3G49930	CP002686.1	18510056	18511136	+	1081	46	14	24	44	38	44
gene-AT3G49940	CP002686.1	18514266	18516131	+	1866	2504	2734	2584	1730	1927	1659
gene-AT3G08090	CP002686.1	18520129	18520510	+	382	0	0	0	0	0	0
gene-AT3G49950	CP002686.1	18522466	18523934	+	1469	32	36	40	28	32	18
gene-AT3G49960	CP002686.1	18524084	18525792	-	1709	236	179	282	182	188	226
gene-AT3G49970	CP002686.1	18527061	18529525	-	2465	48	26	40	24	14	12
gene-AT3G49980	CP002686.1	18530290	18531634	-	1345	0	0	0	0	0	0
gene-AT3G49990	CP002686.1	18532301	18534415	-	2115	1682	1826	1677	1944	2220	1762
gene-AT3G50000	CP002686.1	18534450	18537073	+	2624	3065	3109	3009	3388	3681	3132
gene-AT3G50010	CP002686.1	18537058	18539648	-	2591	68	66	44	82	78	57
gene-AT3G50020	CP002686.1	18542060	18542690	-	631	0	0	0	0	0	0
gene-AT3G50030	CP002686.1	18546444	18548240	-	1797	10	12	12	12	4	6
gene-AT3G50040	CP002686.1	18549204	18551375	-	2172	44	50	60	76	72	100
gene-AT3G50050	CP002686.1	18553941	18557460	-	3520	410	428	400	370	466	404
gene-AT3G50060	CP002686.1	18557607	18559326	-	1720	911	942	1504	980	1038	880
gene-AT3G50070	CP002686.1	18565134	18566834	-	1701	698	880	725	786	838	751
gene-AT3G50080	CP002686.1	18572624	18574548	+	1925	714	672	582	733	782	624
gene-AT3G50090	CP002686.1	18575432	18577336	+	1905	0	0	0	0	0	0
gene-AT3G50100	CP002686.1	18578306	18580686	+	2381	214	338	268	282	312	282
gene-AT3G50110	CP002686.1	18580609	18584813	-	4205	384	397	398	452	534	458
gene-AT3G50120	CP002686.1	18585000	18587352	-	2353	6	14	8	50	33	32
gene-AT3G50123	CP002686.1	18587974	18588117	+	144	0	0	0	0	0	0
gene-AT3G50130	CP002686.1	18588981	18591273	-	2293	18	26	46	10	20	42
gene-AT3G50140	CP002686.1	18592305	18594715	-	2411	8	8	18	20	30	6
gene-AT3G50150	CP002686.1	18595731	18597646	-	1916	10	10	14	14	16	10
gene-AT3G50160	CP002686.1	18598429	18601009	-	2581	2	0	0	0	0	0
gene-AT3G50170	CP002686.1	18601755	18603840	-	2086	18	18	16	22	14	12
gene-AT3G50180	CP002686.1	18604941	18607162	-	2222	0	0	2	0	0	0
gene-AT3G50190	CP002686.1	18608113	18611263	-	3151	18	20	24	8	34	12
gene-AT3G08100	CP002686.1	18608210	18608480	+	271	0	0	0	0	0	0
gene-AT3G50200	CP002686.1	18612266	18613435	-	1170	6	12	22	6	10	6
gene-AT3G50210	CP002686.1	18614112	18616489	-	2378	529	544	474	421	589	464
gene-AT3G50220	CP002686.1	18617424	18618816	-	1393	146	118	138	130	126	104
gene-AT3G50230	CP002686.1	18620450	18623251	+	2802	36	17	38	28	26	28
gene-AT3G50240	CP002686.1	18623254	18628914	-	5661	3063	2775	2923	3184	3624	3016
gene-AT3G50250	CP002686.1	18630032	18630478	-	447	0	0	0	0	0	0
gene-AT3G50260	CP002686.1	18634546	18635514	+	969	124	166	165	658	862	709
gene-AT3G50270	CP002686.1	18635758	18637468	+	1711	1052	1074	828	960	1126	890
gene-AT3G50280	CP002686.1	18637735	18639475	+	1741	64	89	64	74	92	76
gene-AT3G50290	CP002686.1	18639672	18641256	+	1585	4	10	8	6	8	8
gene-AT3G50300	CP002686.1	18643860	18645510	+	1651	253	266	338	192	216	158
gene-AT3G50310	CP002686.1	18648075	18649521	-	1447	2	4	2	28	38	38
gene-AT3G50320	CP002686.1	18653731	18654717	-	987	0	0	0	0	0	0
gene-AT3G08105	CP002686.1	18656232	18656542	+	311	0	0	0	0	0	0
gene-AT3G08110	CP002686.1	18656374	18656574	-	201	0	0	0	0	0	0
gene-AT3G50330	CP002686.1	18656955	18658377	-	1423	4	4	0	0	0	0
gene-AT3G50340	CP002686.1	18664838	18666691	-	1854	971	1086	1064	1058	1131	1020
gene-AT3G50350	CP002686.1	18672102	18674022	+	1921	322	336	248	308	290	292
gene-AT3G50360	CP002686.1	18674137	18675761	+	1625	1360	1450	1210	1443	1502	1422
gene-AT3G50370	CP002686.1	18675998	18684377	-	8380	8529	8290	8646	9360	9089	8425
gene-AT3G50373	CP002686.1	18684659	18685121	-	463	0	0	0	0	2	0
gene-AT3G50380	CP002686.1	18686368	18700710	-	14343	4119	4380	3887	3041	3332	3086
gene-AT3G50390	CP002686.1	18702060	18703731	+	1672	10	6	8	6	10	10
gene-AT3G50400	CP002686.1	18704764	18706672	+	1909	222	180	222	226	192	250
gene-AT3G08115	CP002686.1	18706805	18707796	-	992	6	6	2	18	6	10
gene-AT3G50410	CP002686.1	18709613	18710836	+	1224	340	386	380	248	316	313
gene-AT3G50420	CP002686.1	18710871	18713649	-	2779	48	52	46	80	88	74
gene-AT3G50430	CP002686.1	18713676	18717409	+	3734	377	413	330	548	442	397
gene-AT3G50440	CP002686.1	18717392	18718396	-	1005	2042	2217	1726	1604	1839	1483
gene-AT3G50450	CP002686.1	18722234	18723310	+	1077	14	12	2	6	8	4
gene-AT3G50460	CP002686.1	18727666	18728810	+	1145	26	28	20	14	2	10
gene-AT3G50470	CP002686.1	18728935	18730497	+	1563	46	10	12	12	6	10
gene-AT3G50480	CP002686.1	18733021	18734420	+	1400	2176	398	297	866	868	727
gene-AT3G50500	CP002686.1	18741444	18744174	-	2731	2644	3008	2624	4024	4138	3916
gene-AT3G50505	CP002686.1	18744808	18744879	-	72	0	0	0	0	0	0
gene-AT3G50510	CP002686.1	18744887	18746045	-	1159	0	6	6	6	0	3
gene-AT3G50520	CP002686.1	18747954	18749674	+	1721	826	764	740	752	874	800
gene-AT3G50530	CP002686.1	18753337	18757145	+	3809	2498	2833	2624	2491	2556	2267
gene-AT3G50540	CP002686.1	18757749	18758244	+	496	0	0	0	0	2	0
gene-AT3G50550	CP002686.1	18759348	18760711	+	1364	532	526	470	464	489	444
gene-AT3G50560	CP002686.1	18761006	18764056	-	3051	454	410	438	750	638	726
gene-AT3G50570	CP002686.1	18766749	18767607	-	859	160	100	172	80	50	58
gene-AT3G50580	CP002686.1	18768631	18769519	-	889	0	0	0	0	0	0
gene-AT3G50590	CP002686.1	18770872	18779502	+	8631	4854	4843	4930	5421	5395	4679
gene-AT3G50610	CP002686.1	18779551	18780514	-	964	24	34	14	10	6	28
gene-AT3G50620	CP002686.1	18784660	18786952	-	2293	314	358	260	251	304	302
gene-AT3G08120	CP002686.1	18787982	18788293	-	312	0	0	0	0	0	0
gene-AT3G08125	CP002686.1	18790312	18790538	-	227	0	0	0	0	0	0
gene-AT3G08130	CP002686.1	18790382	18790720	+	339	0	0	0	0	0	2
gene-AT3G50630	CP002686.1	18800306	18801595	+	1290	333	348	338	385	366	394
gene-AT3G50640	CP002686.1	18803665	18804731	-	1067	142	146	158	128	128	136
gene-AT3G50650	CP002686.1	18806139	18808243	-	2105	222	182	244	383	350	282
gene-AT3G08135	CP002686.1	18813656	18813894	+	239	0	0	0	0	0	0
gene-AT3G50660	CP002686.1	18813949	18817405	-	3457	733	660	756	855	979	898
gene-AT3G50665	CP002686.1	18826040	18826111	+	72	0	0	0	0	0	0
gene-AT3G50670	CP002686.1	18826160	18829684	-	3525	4220	4193	4194	3878	4219	3846
gene-AT3G08140	CP002686.1	18832095	18832324	+	230	0	0	0	0	0	0
gene-AT3G50685	CP002686.1	18834155	18834834	-	680	3267	3522	2997	2814	2887	2708
gene-AT3G50690	CP002686.1	18834927	18837395	-	2469	1707	1859	1617	2237	2185	1871
gene-AT3G50700	CP002686.1	18840411	18843053	+	2643	372	379	372	2909	2548	2518
gene-AT3G08150	CP002686.1	18843649	18843723	-	75	0	0	0	0	0	0
gene-AT3G50710	CP002686.1	18845123	18846905	-	1783	10	10	4	8	8	6
gene-AT3G50720	CP002686.1	18847519	18849430	-	1912	0	0	0	0	0	0
gene-AT3G50730	CP002686.1	18851533	18853137	-	1605	0	0	1	0	0	0
gene-AT3G50740	CP002686.1	18855043	18857040	-	1998	3577	4679	3940	4974	5648	4289
gene-AT3G50750	CP002686.1	18861749	18863397	-	1649	1383	1436	1196	2018	1999	1894
gene-AT3G08155	CP002686.1	18865873	18866107	+	235	0	0	0	0	0	0
gene-AT3G08160	CP002686.1	18866820	18867021	+	202	0	0	0	0	0	0
gene-AT3G50760	CP002686.1	18867834	18869399	+	1566	210	226	198	354	420	364
gene-AT3G50770	CP002686.1	18873911	18874836	+	926	286	28	20	54	56	52
gene-AT3G50780	CP002686.1	18875399	18877744	-	2346	952	974	902	1040	1192	1083
gene-AT3G50790	CP002686.1	18879893	18882237	-	2345	2613	2511	2466	2357	2495	2320
gene-AT3G50800	CP002686.1	18882112	18883033	-	922	69	120	108	136	186	156
gene-AT3G50808	CP002686.1	18887614	18888047	-	434	0	0	0	0	2	0
gene-AT3G50810	CP002686.1	18888821	18890263	-	1443	134	170	122	86	143	82
gene-AT3G50820	CP002686.1	18890874	18892508	-	1635	79342	81723	73548	76491	79061	69753
gene-AT3G08165	CP002686.1	18893230	18893310	-	81	105	82	93	39	51	64
gene-AT3G50825	CP002686.1	18893404	18893484	-	81	117	97	88	54	48	40
gene-AT3G50830	CP002686.1	18893739	18895587	-	1849	2686	2724	2509	3680	3688	3644
gene-AT3G50840	CP002686.1	18896129	18898680	-	2552	1657	1702	1544	2332	2335	1692
gene-AT3G50835	CP002686.1	18896871	18896943	+	73	1	0	1	0	0	0
gene-AT3G50845	CP002686.1	18899930	18901209	-	1280	114	122	134	124	135	124
gene-AT3G50850	CP002686.1	18901342	18902152	-	811	87	80	60	74	81	44
gene-AT3G50860	CP002686.1	18901997	18904197	+	2201	419	443	409	419	492	406
gene-AT3G50870	CP002686.1	18910947	18912608	+	1662	176	144	166	58	88	110
gene-AT3G50880	CP002686.1	18913310	18915094	+	1785	737	759	734	718	868	760
gene-AT3G50890	CP002686.1	18916014	18917386	+	1373	234	264	301	270	292	226
gene-AT3G50895	CP002686.1	18917433	18917506	+	74	0	0	0	0	0	0
gene-AT3G50900	CP002686.1	18917782	18918811	+	1030	140	154	138	200	258	196
gene-AT3G50910	CP002686.1	18919327	18922301	+	2975	1699	1636	1462	1449	1824	1682
gene-AT3G50920	CP002686.1	18922304	18923772	-	1469	532	538	500	524	606	564
gene-AT3G50925	CP002686.1	18925658	18926083	-	426	0	0	0	0	0	0
gene-AT3G50930	CP002686.1	18929526	18932181	+	2656	294	208	200	690	765	734
gene-AT3G50940	CP002686.1	18933751	18935611	+	1861	8	12	1	10	24	16
gene-AT3G50950	CP002686.1	18935674	18938799	+	3126	3829	3060	3055	5574	6532	5221
gene-AT3G08170	CP002686.1	18935873	18938239	-	2367	20	28	15	17	30	22
gene-AT3G50960	CP002686.1	18938697	18940428	-	1732	194	235	224	218	256	248
gene-AT3G50970	CP002686.1	18940643	18941611	+	969	1687	2156	1987	7496	8897	7746
gene-AT3G50980	CP002686.1	18941925	18942940	+	1016	8	6	14	18	26	12
gene-AT3G50990	CP002686.1	18943135	18944811	+	1677	2	0	0	2	4	0
gene-AT3G51000	CP002686.1	18945025	18946621	-	1597	2785	2502	2340	2533	2508	2187
gene-AT3G51010	CP002686.1	18946641	18948197	-	1557	1470	1576	1413	1317	1420	1410
gene-AT3G51020	CP002686.1	18949645	18950221	+	577	0	2	0	0	0	0
gene-AT3G51030	CP002686.1	18950918	18952109	-	1192	172	184	188	180	162	143
gene-AT3G51040	CP002686.1	18952073	18953801	-	1729	632	630	686	662	806	682
gene-AT3G51050	CP002686.1	18953842	18957963	+	4122	2270	2328	2256	2739	2564	2326
gene-AT3G51060	CP002686.1	18964129	18966405	+	2277	94	98	70	108	124	112
gene-AT3G51075	CP002686.1	18968649	18972870	-	4222	409	290	301	393	384	376
gene-AT3G51070	CP002686.1	18969068	18972554	+	3487	2	2	0	0	6	0
gene-AT3G08175	CP002686.1	18972508	18972785	-	278	0	0	0	0	0	0
gene-AT3G51080	CP002686.1	18973126	18974892	+	1767	608	642	584	528	460	416
gene-AT3G51090	CP002686.1	18977924	18980053	-	2130	266	328	300	178	204	228
gene-AT3G51100	CP002686.1	18980217	18982407	-	2191	1096	1090	1057	1179	1306	1044
gene-AT3G51110	CP002686.1	18983626	18985869	+	2244	696	708	686	788	732	628
gene-AT3G51120	CP002686.1	18986026	18992074	-	6049	1718	1610	1694	2054	2123	1910
gene-AT3G51130	CP002686.1	18994026	18997590	+	3565	2316	2164	2134	2413	2520	2245
gene-AT3G51140	CP002686.1	18997600	18999904	+	2305	3181	3313	3248	2914	3280	2960
gene-AT3G51135	CP002686.1	18997643	18997715	-	73	0	0	0	0	0	0
gene-AT3G51150	CP002686.1	19000677	19006807	+	6131	2029	2012	1898	1776	1910	1677
gene-AT3G51160	CP002686.1	19006993	19008724	-	1732	2014	2381	2000	2379	2630	2232
gene-AT3G00870	CP002686.1	19010047	19010386	+	340	0	0	0	0	0	0
gene-AT3G51171	CP002686.1	19010805	19012008	+	1204	6	6	4	4	4	2
gene-AT3G08185	CP002686.1	19012642	19013115	-	474	0	0	0	2	0	0
gene-AT3G51180	CP002686.1	19013389	19016347	+	2959	102	92	80	253	220	186
gene-AT3G51190	CP002686.1	19016519	19017547	-	1029	0	0	0	0	2	0
gene-AT3G51200	CP002686.1	19018738	19019173	-	436	4	2	2	6	0	2
gene-AT3G51210	CP002686.1	19020886	19021201	+	316	0	0	0	0	0	0
gene-AT3G51220	CP002686.1	19021705	19022647	-	943	182	128	134	136	174	166
gene-AT3G51230	CP002686.1	19023064	19024352	-	1289	143	156	142	258	259	319
gene-AT3G51238	CP002686.1	19025110	19026779	-	1670	28	17	26	91	84	62
gene-AT3G51240	CP002686.1	19025192	19026872	+	1681	5861	6108	5205	2679	3046	2786
gene-AT3G51250	CP002686.1	19028106	19030676	+	2571	1870	1798	1753	1669	1917	1613
gene-AT3G51260	CP002686.1	19030926	19033134	+	2209	3386	3367	3115	3240	3530	3130
gene-AT3G51265	CP002686.1	19033393	19033464	-	72	0	0	0	0	0	0
gene-AT3G51270	CP002686.1	19033542	19037012	+	3471	2304	2432	2405	2458	2692	2366
gene-AT3G51280	CP002686.1	19037140	19039048	+	1909	664	712	614	516	658	663
gene-AT3G51290	CP002686.1	19039512	19044371	+	4860	386	443	450	584	658	530
gene-AT3G51300	CP002686.1	19042858	19044393	+	1536	0	0	0	0	0	0
gene-AT3G51310	CP002686.1	19044331	19049454	-	5124	3170	3207	2928	3157	3518	2890
gene-AT3G51320	CP002686.1	19049543	19051647	-	2105	176	262	206	154	200	192
gene-AT3G51325	CP002686.1	19051829	19053259	+	1431	14	16	18	14	16	16
gene-AT3G51330	CP002686.1	19053272	19056447	-	3176	982	1060	1053	1041	954	822
gene-AT3G51340	CP002686.1	19056766	19060087	-	3322	80	74	82	80	108	76
gene-AT3G51350	CP002686.1	19060261	19063538	-	3278	138	174	172	190	156	130
gene-AT3G51360	CP002686.1	19064203	19066734	-	2532	34	62	54	56	44	28
gene-AT3G08190	CP002686.1	19067508	19067862	-	355	0	0	0	0	0	0
gene-AT3G08195	CP002686.1	19067624	19068654	-	1031	0	0	0	0	0	0
gene-AT3G51370	CP002686.1	19069127	19072231	+	3105	5262	5092	4788	5569	6127	5377
gene-AT3G51375	CP002686.1	19073434	19073556	+	123	7	3	12	27	24	21
gene-AT3G51380	CP002686.1	19074036	19074815	-	780	22	22	25	18	20	18
gene-AT3G51390	CP002686.1	19075544	19078120	+	2577	528	468	552	832	864	816
gene-AT3G51400	CP002686.1	19077850	19078955	-	1106	0	0	4	324	305	262
gene-AT3G08200	CP002686.1	19080105	19080442	+	338	0	0	0	0	0	0
gene-AT3G51410	CP002686.1	19080800	19082613	-	1814	5	0	4	72	88	84
gene-AT3G51420	CP002686.1	19083980	19086300	+	2321	4539	4414	4380	4983	5058	4342
gene-AT3G51430	CP002686.1	19086344	19088150	+	1807	850	568	562	561	566	548
gene-AT3G51440	CP002686.1	19089026	19090662	+	1637	114	114	130	152	158	150
gene-AT3G51450	CP002686.1	19090947	19092511	+	1565	200	122	174	118	179	158
gene-AT3G51460	CP002686.1	19092518	19097437	+	4920	1880	1990	1910	2015	2161	1866
gene-AT3G51470	CP002686.1	19097722	19099849	-	2128	182	236	238	238	192	232
gene-AT3G51480	CP002686.1	19100676	19104844	+	4169	575	584	618	416	506	446
gene-AT3G51490	CP002686.1	19104885	19107797	-	2913	24	26	32	30	18	24
gene-AT3G51500	CP002686.1	19108080	19108917	+	838	684	692	621	843	782	698
gene-AT3G51510	CP002686.1	19108990	19110372	+	1383	4730	4642	4083	5357	5787	5115
gene-AT3G51520	CP002686.1	19110596	19112760	+	2165	1607	1463	1524	1676	1795	1457
gene-AT3G51530	CP002686.1	19112694	19114643	-	1950	514	493	456	462	358	334
gene-AT3G51540	CP002686.1	19115184	19117461	+	2278	94	112	110	70	116	108
gene-AT3G51550	CP002686.1	19117584	19120949	-	3366	7354	7194	7147	16593	16744	15040
gene-AT3G51560	CP002686.1	19121687	19125913	-	4227	2	0	0	0	4	10
gene-AT3G51570	CP002686.1	19126329	19130705	+	4377	6	2	4	2	6	16
gene-AT3G51580	CP002686.1	19130768	19133435	-	2668	939	986	996	1322	1454	1166
gene-AT3G51590	CP002686.1	19135619	19136675	-	1057	0	0	2	0	0	0
gene-AT3G51600	CP002686.1	19138338	19139423	-	1086	6633	6207	6607	6649	6910	6419
gene-AT3G51610	CP002686.1	19139478	19142125	-	2648	948	1058	1010	1094	1079	1142
gene-AT3G51620	CP002686.1	19143334	19148244	+	4911	1423	1496	1417	1644	1750	1489
gene-AT3G51630	CP002686.1	19148871	19152193	+	3323	3016	2924	2572	2818	3105	2646
gene-AT3G00880	CP002686.1	19152552	19153403	+	852	43	38	52	32	63	34
gene-AT3G51640	CP002686.1	19153734	19157394	+	3661	1335	1338	1232	1464	1569	1343
gene-AT3G51642	CP002686.1	19157609	19158149	-	541	0	0	0	0	0	2
gene-AT3G51644	CP002686.1	19158153	19158495	-	343	0	0	0	0	0	0
gene-AT3G51650	CP002686.1	19158851	19163222	+	4372	937	920	917	905	1096	973
gene-AT3G51660	CP002686.1	19163995	19165322	-	1328	326	214	174	1730	2085	1847
gene-AT3G51670	CP002686.1	19168672	19171227	+	2556	3308	3668	3299	3950	4222	3703
gene-AT3G51680	CP002686.1	19173484	19174739	-	1256	4	1	12	10	18	10
gene-AT3G51690	CP002686.1	19176328	19178161	-	1834	0	0	0	0	0	0
gene-AT3G51700	CP002686.1	19179266	19181189	-	1924	0	0	0	0	0	0
gene-AT3G08205	CP002686.1	19181901	19182179	+	279	0	0	0	0	0	0
gene-AT3G51710	CP002686.1	19182289	19184152	+	1864	144	152	150	102	102	102
gene-AT3G51720	CP002686.1	19184926	19186660	+	1735	1118	1322	1206	1016	1070	1000
gene-AT3G51730	CP002686.1	19186666	19188733	+	2068	7787	7234	6507	7798	8057	6766
gene-AT3G51740	CP002686.1	19188844	19192161	+	3318	1960	2024	2034	1703	1738	1645
gene-AT3G00890	CP002686.1	19192391	19195342	-	2952	2	2	0	0	0	0
gene-AT3G51750	CP002686.1	19196362	19197356	-	995	251	309	233	155	160	151
gene-AT3G51760	CP002686.1	19197337	19199516	-	2180	187	228	173	298	286	214
gene-AT3G51770	CP002686.1	19199750	19204464	-	4715	1874	1536	1498	1925	2149	1872
gene-AT3G51780	CP002686.1	19206768	19208648	-	1881	1224	1076	1130	1042	1228	992
gene-AT3G51790	CP002686.1	19209515	19210849	-	1335	406	424	458	500	532	454
gene-AT3G51800	CP002686.1	19210914	19213776	-	2863	7079	7975	7544	5705	6999	5991
gene-AT3G08210	CP002686.1	19212620	19212698	-	79	0	0	0	0	0	0
gene-AT3G51810	CP002686.1	19214722	19215831	+	1110	0	0	2	4	0	0
gene-AT3G51820	CP002686.1	19215930	19219128	-	3199	12197	13056	12008	10506	12076	9975
gene-AT3G51830	CP002686.1	19220116	19225280	+	5165	1735	1694	1528	1602	1789	1504
gene-AT3G51840	CP002686.1	19225360	19229341	-	3982	8859	8469	8404	13803	13636	11364
gene-AT3G51850	CP002686.1	19232358	19235891	+	3534	3056	3201	3121	3707	4137	3543
gene-AT3G51860	CP002686.1	19239305	19242913	+	3609	1304	762	806	916	956	938
gene-AT3G51870	CP002686.1	19243902	19246936	+	3035	1150	1188	1110	1278	1422	1317
gene-AT3G51880	CP002686.1	19246936	19249200	-	2265	3223	3086	2837	3536	3939	3399
gene-AT3G51890	CP002686.1	19249475	19251112	-	1638	562	500	498	558	680	528
gene-AT3G51895	CP002686.1	19251287	19255922	-	4636	4544	4366	3747	3352	4035	2857
gene-AT3G51910	CP002686.1	19265141	19266806	+	1666	309	270	598	530	515	578
gene-AT3G51920	CP002686.1	19267951	19269658	-	1708	3528	3360	3155	6567	7755	5955
gene-AT3G51930	CP002686.1	19271347	19273064	+	1718	182	238	180	138	162	188
